Handle	Title	Body (HTML)	Vendor	Type	Tags	Published	Option1 Name	Option1 Value	Option2 Name	Option2 Value	Option3 Name	Option3 Value	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Variant Barcode	Image Src	Image Position	Image Alt Text	Gift Card	SEO Title	SEO Description	Google Shopping / Google Product Category	Google Shopping / Gender	Google Shopping / Age Group	Google Shopping / MPN	Google Shopping / AdWords Grouping	Google Shopping / AdWords Labels	Google Shopping / Condition	Google Shopping / Custom Product	Google Shopping / Custom Label 0	Google Shopping / Custom Label 1	Google Shopping / Custom Label 2	Google Shopping / Custom Label 3	Google Shopping / Custom Label 4	Variant Image	Variant Weight Unit	Variant Tax Code	Cost per item	Status
adidas-yeezy-700-analog	Adidas Yeezy 700 Analog	"<p data-mce-fragment='1'>The new version of the now very popular<strong data-mce-fragment='1'><span data-mce-fragment='1'> </span>Yeezy Boost 700</strong><span data-mce-fragment='1'> </span>comes from the long -standing partnership between Kanye West and Adidas. Close to the previous edition, already in very clear tones, the<span data-mce-fragment='1'> </span><span data-mce-fragment='1'><a class='' href='https://wethenew.com/en/products/adidas-yeezy-700-salt' data-mce-fragment='1' data-mce-href='https://wethenew.com/en/products/adidas-yeezy-700-salt'><strong data-mce-fragment='1'>Yeezy Boost 700 Salt</strong></a></span>, this new pair called Analog promises to be talked about a lot! It takes up all the codes that made the success of the famous silhouette, round curves and a design Inimitable minimalist dad-shoe.</p><p data-mce-fragment='1'>THE design model chunky<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'>Yeezy Boost 700</strong><span data-mce-fragment='1'> </span>made its fame and allowed its democratization but it was its sole forms that allowed it to be acclaimed by all amateurs and aficionados of the world of sneakers. For this new color, the<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'>Yeezy 700 Analog</strong><span data-mce-fragment='1'> </span>Adopt a base in Sweden and Mesh in light gray notes, coming slightly contrasting with the monochrome white color which covers most of the silhouette.</p><p data-mce-fragment='1'>The entire architecture of the<strong data-mce-fragment='1'><span data-mce-fragment='1'> </span>Yeezy Boost 700 Analog</strong><span data-mce-fragment='1'> </span>rests on a sole Boost thick and anthracite outsole. This new outing is likely to attract the lust of sneakers addict, fans of the three-strips brand as well as those of the famous American rapper/designer, founder of the brand<span data-mce-fragment='1'> </span><span data-mce-fragment='1'><a class='' href='https://wethenew.com/en/collections/adidas-yeezy' data-mce-fragment='1' data-mce-href='https://wethenew.com/en/collections/adidas-yeezy'><strong data-mce-fragment='1'>Yeezy</strong></a>.<br data-mce-fragment='1'><br data-mce-fragment='1'></span><strong data-mce-fragment='1'>SKU:</strong><span data-mce-fragment='1'> </span>EG7596<br data-mce-fragment='1'><strong data-mce-fragment='1'>Release date :</strong><span data-mce-fragment='1'> </span>April 2019<br data-mce-fragment='1'><strong data-mce-fragment='1'>Colorway:</strong><span data-mce-fragment='1'> </span><span data-mce-fragment='1'>Analog/analog/analog</span></p><div class='styles_productColors__qcEeB' data-mce-fragment='1'><strong data-mce-fragment='1'>Color<span data-mce-fragment='1'> </span>: </strong>Beige</div>"	ChicGait			FALSE	Size	Men - 7 US / 40 EU / 6 UK						0			continue	manual	210	275	TRUE	TRUE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049	1		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 7.5 US / 40.5 EU / 6.5 UK						0			continue	manual	210	275	TRUE	TRUE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-3_181134af-4bbd-4575-a201-14cf0378b61f.webp?v=1713395053	2		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 8 US / 41 EU / 7.5 UK						0			continue	manual	210	275	TRUE	TRUE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-2_90f7979a-7cf5-494f-89f2-00b4552f4474.webp?v=1713395047	3		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 8.5 US / 42 EU / 7.5 UK						0			continue	manual	210	275	TRUE	TRUE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-1_772402dc-2f6e-48cf-b374-1ea4eae2f9f9.webp?v=1713395051	4		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 9 US / 42.5 EU / 8 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 9.5 US / 43 EU / 8.5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 10 US / 44 EU / 9 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 10.5 US / 44.5 EU / 9.5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 11 US / 45 EU / 10 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Men - 12 US / 46 EU / 11 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	———						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 5.5 US / 36 EU / 3 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 6 US / 36.5 EU / 3.5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 6.5 US / 37.5 EU / 4 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 7 US / 38 EU / 4.5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 7.5 US / 38.5 EU / 5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 8 US / 39 EU / 5.5 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog							Size	Women - 8.5 US / 40 EU / 6 UK						0			continue	manual	210	275	TRUE	TRUE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-analog-573634_9adb5aec-8ad6-4e56-ad46-0cb44395e4f2.png?v=1713395049				draft
adidas-yeezy-700-analog																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-3_181134af-4bbd-4575-a201-14cf0378b61f.webp?v=1713395053	2																						
adidas-yeezy-700-analog																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-2_90f7979a-7cf5-494f-89f2-00b4552f4474.webp?v=1713395047	3																						
adidas-yeezy-700-analog																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/flowerkickzYeezy_700_Analog-EG7596-1_772402dc-2f6e-48cf-b374-1ea4eae2f9f9.webp?v=1713395051	4																						
adidas-yeezy-700-v2-static	Adidas Yeezy 700 V2 Static	"<p data-mce-fragment='1'>There Yeezy 700 returns. Kanye West and Adidas collaborate again for the new generation of this pair that has been so talked about. Her design So unique and controversial has been readjusted in order to offer a new version, in a new color.</p><span data-mce-fragment='1'>Composed of a flat upper, the </span><strong data-mce-fragment='1'>Yeezy 700 V2</strong><span data-mce-fragment='1'> is dressed in a gray brilliant canvas 'Static', and a leather finish. We find the emblematic 3 bands of adidas, here in the shape of a seamless wave, on a reflective material. The color palette is sober with a mixture with low contrast of cream, light gray And silver on the rod and a black rubber outsole.</span><p data-mce-fragment='1'>This second version of the 700 will not fail to create the sensation in amateurs of the Media Designer.</p><p data-mce-fragment='1'><strong data-mce-fragment='1'>SKU:</strong><span data-mce-fragment='1'> </span>EF2829<br data-mce-fragment='1'><strong data-mce-fragment='1'>Release date :</strong><span data-mce-fragment='1'> </span>December 2018<br data-mce-fragment='1'><strong data-mce-fragment='1'>Colorway:</strong><span data-mce-fragment='1'> </span>STATIC/STATIC/STATIC</p><div class='styles_productColors__qcEeB' data-mce-fragment='1'><strong data-mce-fragment='1'>Color<span data-mce-fragment='1'> </span>:</strong><div class='styles_productColor___Qp_Z' data-mce-fragment='1'>White Grey</div></div>"	LumoStrap			FALSE	Size	Men - 7 US / 40 EU / 6 UK						0			continue	manual	235	335	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046	1		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 7.5 US / 40.5 EU / 6.5 UK						0			continue	manual	235	335	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-1.jpg?v=1708096059	2		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 8 US / 41 EU / 7.5 UK						0			continue	manual	235	335	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-2.jpg?v=1708096059	3		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 8.5 US / 42 EU / 7.5 UK						0			continue	manual	235	335	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-3.jpg?v=1708096059	4		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 9 US / 42.5 EU / 8 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 9.5 US / 43 EU / 8.5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 10 US / 44 EU / 9 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 10.5 US / 44.5 EU / 9.5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 11 US / 45 EU / 10 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Men - 12 US / 46 EU / 11 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	———						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 5.5 US / 36 EU / 3 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 6 US / 36.5 EU / 3.5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 6.5 US / 37.5 EU / 4 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 7 US / 38 EU / 4.5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 7.5 US / 38.5 EU / 5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 8 US / 39 EU / 5.5 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static							Size	Women - 8.5 US / 40 EU / 6 UK						0			continue	manual	235	335	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-0.jpg?v=1713395046				draft
adidas-yeezy-700-v2-static																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-1.jpg?v=1708096059	2																						
adidas-yeezy-700-v2-static																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-2.jpg?v=1708096059	3																						
adidas-yeezy-700-v2-static																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-700-v2-static-3.jpg?v=1708096059	4																						
adidas-yeezy-700-v2-tephra	Adidas Yeezy 700 V2 Tephra	"<p data-mce-fragment='1'>There Yeezy Boost 700 V2 is the second version of the popular silhouette of the brand Yeezy, partnership between Kanye West and Adidas. Following the success of the version<span data-mce-fragment='1'> </span><a class='' href='https://wethenew.com/en/products/adidas-yeezy-boost-700-v2-static' data-mce-fragment='1' data-mce-href='https://wethenew.com/en/products/adidas-yeezy-boost-700-v2-static'><strong data-mce-fragment='1'>Static</strong></a>, the rapper/designer takes out an unprecedented color soberly named<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'>Tephra</strong>.</p><p data-mce-fragment='1'>This new edition dresses with a upper mixing suede, mesh and leather. THE design Chunky of this pair adopts clear and dark gray tones. This color is reminiscent of that of<span data-mce-fragment='1'> </span><a class='' href='https://wethenew.com/en/products/adidas-yeezy-700-mauve' data-mce-fragment='1' data-mce-href='https://wethenew.com/en/products/adidas-yeezy-700-mauve'><strong data-mce-fragment='1'>700 Mauve</strong></a>. The model is finalized by a sole Boost dark gray and a Gumsole beige</p><p data-mce-fragment='1'>There<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'>Yeezy Boost 700 V2 Tephra</strong><span data-mce-fragment='1'> </span>is part of the 'DAD Shoe' trend while posting profiled and aerodynamic features that will appeal to lovers of sneakers !</p><p data-mce-fragment='1'><strong data-mce-fragment='1'>SKU:</strong><span data-mce-fragment='1'> </span>FU7914<br data-mce-fragment='1'><strong data-mce-fragment='1'>Release date :</strong><span data-mce-fragment='1'> </span>June 2019<br data-mce-fragment='1'><strong data-mce-fragment='1'>Colorway:</strong><span data-mce-fragment='1'> </span>TEPHRA/TEPHRA/TEPHRA</p><div class='styles_productColors__qcEeB' data-mce-fragment='1'><strong data-mce-fragment='1'>Color<span data-mce-fragment='1'> </span>: </strong>Grey</div>"	LumoStrap			FALSE	Size	Men - 7 US / 40 EU / 6 UK						0			continue	manual	280	380	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050	1		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 7.5 US / 40.5 EU / 6.5 UK						0			continue	manual	280	380	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-2.jpg?v=1713395048	2		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 8 US / 41 EU / 7.5 UK						0			continue	manual	280	380	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-1.jpg?v=1713395046	3		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 8.5 US / 42 EU / 7.5 UK						0			continue	manual	280	380	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-3.jpg?v=1713395052	4		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 9 US / 42.5 EU / 8 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 9.5 US / 43 EU / 8.5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 10 US / 44 EU / 9 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 10.5 US / 44.5 EU / 9.5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 11 US / 45 EU / 10 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Men - 12 US / 46 EU / 11 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	———						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 5.5 US / 36 EU / 3 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 6 US / 36.5 EU / 3.5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 6.5 US / 37.5 EU / 4 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 7 US / 38 EU / 4.5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 7.5 US / 38.5 EU / 5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 8 US / 39 EU / 5.5 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra							Size	Women - 8.5 US / 40 EU / 6 UK						0			continue	manual	280	380	TRUE	FALSE					FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-tephra-274478_1f479c44-4f97-49f7-84f8-1a8e518718e7.png?v=1713395050				draft
adidas-yeezy-700-v2-tephra																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-2.jpg?v=1713395048	2																						
adidas-yeezy-700-v2-tephra																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-1.jpg?v=1713395046	3																						
adidas-yeezy-700-v2-tephra																								https://cdn.shopify.com/s/files/1/0805/4325/2813/files/ipad_adidas-yeezy-boost-700-v2-tephra-3.jpg?v=1713395052	4																						
adidas-yeezy-700-v2-vanta	Adidas Yeezy 700 V2 Vanta	"<p data-mce-fragment='1'>Adidas and Kanye West release a whole new version of the<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'>Yeezy 700 V2</strong>. Very popular model of the designer, the pair is available here in a new sober and monochrome color named Vanta in opposition to the electrical visual of the previous one<span data-mce-fragment='1'> </span><strong data-mce-fragment='1'><span data-mce-fragment='1'><a class='' href='https://wethenew.com/en/products/adidas-yeezy-boost-700-v2-static' data-mce-fragment='1' data-mce-href='https://wethenew.com/en/products/adidas-yeezy-boost-700-v2-static'>Yeezy 700 V2 Static</a></span></strong>. Largely teased on Instagram, the model is already acclaimed because it has the advantage of being able to marry any type of outfits.</p><p data-mce-fragment='1'>The pair consists of a black anthracite upper mixing Mesh and Sweden. We find the 3M reflective bands specific to this silhouette, making the pair shiny with a flash. The large sole in technology Boost and his tone outsole on your design Before Gardiste of this Yeezy 700 V2 Vanta.</p><p data-mce-fragment='1'>An unprecedented edition eagerly awaited by fans of the brand of Kanye West and by lovers of sneakers !</p><p data-mce-fragment='1'><strong data-mce-fragment='1'>SKU:</strong><span data-mce-fragment='1'> </span>FU6684<br data-mce-fragment='1'><strong data-mce-fragment='1'>Release date :</strong><span data-mce-fragment='1'> </span>May 2019<br data-mce-fragment='1'><strong data-mce-fragment='1'>Colorway:</strong><span data-mce-fragment='1'> </span>VANTA/VANTA/VANTA</p><div class='styles_productColors__qcEeB' data-mce-fragment='1'><strong data-mce-fragment='1'>Color<span data-mce-fragment='1'> </span>: </strong>Black</div>"	LumoStrap			FALSE	Size	Men - 7 US / 40 EU / 6 UK						0			continue	manual	310	510	TRUE	FALSE		https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-vanta-967223_d6733914-34c1-4b02-b5ec-3396227d14dd.png?v=1713395047	1		FALSE																https://cdn.shopify.com/s/files/1/0805/4325/2813/files/yeezy-700-v2-vanta-967223_d6733914-34c1-4b02-b5ec-3396227d14dd.png?v=1713395047				draft
